finding_id,scan_id,scan_date,detected_timestamp,asset_id,asset_name,asset_type,environment,business_unit,owner_team,cve_id,vulnerability_title,vulnerability_category,severity,cvss_score,cvss_vector,status,first_detected_date,age_days,remediation_hours,asset_value_at_risk,weighted_risk,remediation_sla_days,exploit_available,detection_source,source_updated_at
FND-001580,SCN-20260417-1381,2026-04-17,2026-04-17T06:42:00+00:00,AST-024,iot-telemetry-hub,Network Device,Staging,Product Engineering,Integration Team,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,In Remediation,2026-03-07,41,6.00,171720.00,21.20,90,false,Wiz,2026-04-17T08:42:00+00:00
FND-001581,SCN-20251228-1382,2025-12-28,2025-12-28T06:43:00+00:00,AST-017,reporting-warehouse,Database,Production,Finance Systems,Enterprise Apps,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2025-07-29,152,10.40,669375.00,67.50,30,false,Rapid7 InsightVM,2025-12-28T08:43:00+00:00
FND-001582,SCN-20260110-1383,2026-01-10,2026-01-10T06:44:00+00:00,AST-024,iot-telemetry-hub,Network Device,Staging,Product Engineering,Integration Team,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Open,2025-11-18,53,14.30,340560.00,34.40,30,true,Nessus,2026-01-12T08:44:00+00:00
FND-001583,SCN-20251108-1384,2025-11-08,2025-11-08T06:45:00+00:00,AST-017,reporting-warehouse,Database,Production,Finance Systems,Enterprise Apps,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Resolved,2025-08-31,69,12.35,767550.00,77.40,30,true,Wiz,2025-11-09T08:45:00+00:00
FND-001584,SCN-20260119-1385,2026-01-19,2026-01-19T06:46:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2025-12-06,44,6.30,329130.00,42.40,90,false,CrowdStrike Spotlight,2026-01-19T08:46:00+00:00
FND-001585,SCN-20260330-1386,2026-03-30,2026-03-30T06:47:00+00:00,AST-017,reporting-warehouse,Database,Production,Finance Systems,Enterprise Apps,CVE-2025-41233,Cryptographic Weakness in the backup client,Cryptographic Weakness,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-12-30,90,8.10,556500.00,47.70,90,false,Qualys VMDR,2026-03-30T08:47:00+00:00
FND-001586,SCN-20260520-1387,2026-05-20,2026-05-20T06:48:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2026-42329,Path Traversal in the API gateway plugin,Path Traversal,High,8.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Accepted Risk,2026-03-14,67,8.19,1107000.00,90.20,30,true,Wiz,2026-05-20T08:48:00+00:00
FND-001587,SCN-20260322-1388,2026-03-22,2026-03-22T06:49:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Open,2025-12-15,97,13.65,636400.00,68.80,30,true,Nessus,2026-03-23T08:49:00+00:00
FND-001588,SCN-20260418-1389,2026-04-18,2026-04-18T06:50:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2026-02-06,71,10.92,1434375.00,97.50,30,false,Manual Pentest,2026-04-18T08:50:00+00:00
FND-001589,SCN-20260424-0051,2026-04-24,2026-04-24T06:51:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-43151,Information Disclosure in the configuration server,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-03-30,25,6.00,1081200.00,68.90,90,false,Nessus,2026-04-24T08:51:00+00:00
FND-001590,SCN-20251117-1390,2025-11-17,2025-11-17T06:52:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-41096,Cross-Site Scripting in the caching proxy,Cross-Site Scripting,Medium,5.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-09-01,77,4.75,519200.00,47.20,90,false,Qualys VMDR,2025-11-17T08:52:00+00:00
FND-001591,SCN-20260512-0783,2026-05-12,2026-05-12T06:00:00+00:00,AST-010,ci-build-runner,Cloud VM,Development,Developer Platform,Developer Platform,CVE-2026-41370,Remote Code Execution in the service-mesh sidecar,Remote Code Execution,Medium,4.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-01-16,116,16.00,155100.00,23.50,90,false,CrowdStrike Spotlight,2026-05-12T08:00:00+00:00
FND-001592,SCN-20260127-1391,2026-01-27,2026-01-27T06:01:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2026-45206,Cross-Site Scripting in the object-storage SDK,Cross-Site Scripting,Medium,4.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-12-29,29,5.25,295630.00,37.60,90,false,Qualys VMDR,2026-01-27T08:01:00+00:00
FND-001593,SCN-20260612-0682,2026-06-12,2026-06-12T06:02:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-41781,Information Disclosure in the container runtime shim,Information Disclosure,Low,3.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-05-24,19,4.20,231880.00,24.80,180,true,Qualys VMDR,2026-06-13T08:02:00+00:00
FND-001594,SCN-20260824-1392,2026-08-24,2026-08-24T06:03:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2026-44384,SQL Injection in the caching proxy,SQL Injection,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-06-08,77,13.00,668250.00,60.00,30,true,Wiz,2026-08-25T08:03:00+00:00
FND-001595,SCN-20260419-0207,2026-04-19,2026-04-19T06:04:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2026-02-14,64,6.30,946050.00,63.60,90,false,Nessus,2026-04-20T08:04:00+00:00
FND-001596,SCN-20260728-1393,2026-07-28,2026-07-28T06:05:00+00:00,AST-016,marketing-cms,Server,Staging,Marketing,Web Platform,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Resolved,2026-03-16,134,14.30,92880.00,25.80,30,true,Qualys VMDR,2026-07-29T08:05:00+00:00
FND-001597,SCN-20260220-1394,2026-02-20,2026-02-20T06:06:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2025-42877,Privilege Escalation in the backup client,Privilege Escalation,Medium,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-12-20,62,13.20,1072500.00,71.50,90,false,Manual Pentest,2026-02-21T08:06:00+00:00
FND-001598,SCN-20260622-0731,2026-06-22,2026-06-22T06:07:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-42329,Path Traversal in the API gateway plugin,Path Traversal,High,8.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-03-30,84,8.19,1660500.00,106.60,30,true,Nessus,2026-06-23T08:07:00+00:00
FND-001599,SCN-20260426-1395,2026-04-26,2026-04-26T06:08:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2026-03-01,56,25.60,674730.00,78.40,7,true,Wiz,2026-04-26T08:08:00+00:00
FND-001600,SCN-20251216-1396,2025-12-16,2025-12-16T06:09:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-45891,Information Disclosure in the identity federation module,Information Disclosure,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-11-06,40,9.60,2047500.00,118.30,7,false,CrowdStrike Spotlight,2025-12-18T08:09:00+00:00
FND-001601,SCN-20260703-1397,2026-07-03,2026-07-03T06:10:00+00:00,AST-023,email-relay,Server,Production,Corporate IT,Enterprise Apps,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Open,2026-03-09,116,23.52,245700.00,45.50,7,true,CrowdStrike Spotlight,2026-07-04T08:10:00+00:00
FND-001602,SCN-20260625-1182,2026-06-25,2026-06-25T06:11:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,In Remediation,2026-04-11,75,6.60,878475.00,63.60,90,false,Wiz,2026-06-26T08:11:00+00:00
FND-001603,SCN-20260127-1398,2026-01-27,2026-01-27T06:12:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2025-08-21,159,25.60,1568000.00,107.80,7,true,Wiz,2026-01-28T08:12:00+00:00
FND-001604,SCN-20260327-0198,2026-03-27,2026-03-27T06:13:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Open,2026-02-25,30,13.00,700040.00,68.80,30,true,CrowdStrike Spotlight,2026-03-28T08:13:00+00:00
FND-001605,SCN-20260521-1399,2026-05-21,2026-05-21T06:14:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2026-01-10,131,9.88,471750.00,60.00,30,false,CrowdStrike Spotlight,2026-05-21T08:14:00+00:00
FND-001606,SCN-20260501-0591,2026-05-01,2026-05-01T06:15:00+00:00,AST-020,partner-integration-gw,Server,Production,Partnerships,Integration Team,CVE-2026-41781,Information Disclosure in the container runtime shim,Information Disclosure,Low,3.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-12-03,149,3.78,184450.00,21.70,180,true,Wiz,2026-05-01T08:15:00+00:00
FND-001607,SCN-20251218-1400,2025-12-18,2025-12-18T06:16:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Resolved,2025-10-18,61,6.60,848000.00,58.30,90,false,Qualys VMDR,2025-12-19T08:16:00+00:00
FND-001608,SCN-20260605-1401,2026-06-05,2026-06-05T06:17:00+00:00,AST-023,email-relay,Server,Production,Corporate IT,Enterprise Apps,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2026-04-26,40,11.44,202500.00,37.50,30,false,CrowdStrike Spotlight,2026-06-06T08:17:00+00:00
FND-001609,SCN-20260721-1402,2026-07-21,2026-07-21T06:18:00+00:00,AST-010,ci-build-runner,Cloud VM,Development,Developer Platform,Developer Platform,CVE-2025-44521,Information Disclosure in the backup client,Information Disclosure,High,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-05-28,54,7.80,257730.00,35.50,30,false,Rapid7 InsightVM,2026-07-23T08:18:00+00:00
FND-001610,SCN-20260530-1403,2026-05-30,2026-05-30T06:19:00+00:00,AST-012,vpn-concentrator,Network Device,Production,Network Security,Network Security,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,In Remediation,2026-04-06,54,11.70,1118000.00,94.60,30,true,Nessus,2026-05-31T08:19:00+00:00
FND-001611,SCN-20260113-1404,2026-01-13,2026-01-13T06:20:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2025-42466,Cross-Site Scripting in the log-shipping daemon,Cross-Site Scripting,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-12-19,25,6.82,465750.00,60.00,30,true,Qualys VMDR,2026-01-14T08:20:00+00:00
FND-001612,SCN-20260504-1405,2026-05-04,2026-05-04T06:21:00+00:00,AST-020,partner-integration-gw,Server,Production,Partnerships,Integration Team,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Resolved,2026-04-15,19,26.88,686000.00,68.60,7,true,Rapid7 InsightVM,2026-05-06T08:21:00+00:00
FND-001613,SCN-20260401-1406,2026-04-01,2026-04-01T06:22:00+00:00,AST-020,partner-integration-gw,Server,Production,Partnerships,Integration Team,CVE-2025-42466,Cross-Site Scripting in the log-shipping daemon,Cross-Site Scripting,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-02-06,54,6.50,525000.00,52.50,30,true,Wiz,2026-04-01T08:22:00+00:00
FND-001614,SCN-20251208-1407,2025-12-08,2025-12-08T06:23:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-43973,Cryptographic Weakness in the API gateway plugin,Cryptographic Weakness,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-08-22,108,14.40,1856400.00,118.30,7,true,Manual Pentest,2025-12-10T08:23:00+00:00
FND-001615,SCN-20260218-1408,2026-02-18,2026-02-18T06:24:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Resolved,2025-12-23,57,6.30,1001700.00,63.60,90,false,CrowdStrike Spotlight,2026-02-18T08:24:00+00:00
FND-001616,SCN-20260429-1409,2026-04-29,2026-04-29T06:25:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Resolved,2026-01-15,104,28.16,676200.00,78.40,7,true,Manual Pentest,2026-04-30T08:25:00+00:00
FND-001617,SCN-20260422-1410,2026-04-22,2026-04-22T06:26:00+00:00,AST-009,internal-wiki,Server,Staging,Corporate IT,Enterprise Apps,CVE-2026-45480,Remote Code Execution in the workflow scheduler,Remote Code Execution,Low,3.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-02-24,57,11.20,85470.00,14.80,180,false,CrowdStrike Spotlight,2026-04-24T08:26:00+00:00
FND-001618,SCN-20260714-1411,2026-07-14,2026-07-14T06:27:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2025-40000,Remote Code Execution in the message queue broker,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-02-27,137,25.60,1470000.00,107.80,7,false,CrowdStrike Spotlight,2026-07-14T08:27:00+00:00
FND-001619,SCN-20260627-1412,2026-06-27,2026-06-27T06:28:00+00:00,AST-023,email-relay,Server,Production,Corporate IT,Enterprise Apps,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Resolved,2026-01-21,157,11.70,219300.00,43.00,30,true,Nessus,2026-06-28T08:28:00+00:00
FND-001620,SCN-20260113-1413,2026-01-13,2026-01-13T06:29:00+00:00,AST-012,vpn-concentrator,Network Device,Production,Network Security,Network Security,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2025-10-05,100,25.60,1146600.00,107.80,7,true,Qualys VMDR,2026-01-13T08:29:00+00:00
FND-001621,SCN-20260405-1414,2026-04-05,2026-04-05T06:30:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-41507,Privilege Escalation in the configuration server,Privilege Escalation,Medium,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-02-07,57,11.40,252195.00,34.40,90,false,Nessus,2026-04-05T08:30:00+00:00
FND-001622,SCN-20260731-1415,2026-07-31,2026-07-31T06:31:00+00:00,AST-012,vpn-concentrator,Network Device,Production,Network Security,Network Security,CVE-2026-40685,Authentication Bypass in the API gateway plugin,Authentication Bypass,High,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-03-17,136,16.38,784550.00,78.10,30,true,Qualys VMDR,2026-08-01T08:31:00+00:00
FND-001623,SCN-20260314-1416,2026-03-14,2026-03-14T06:32:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2026-42603,Cryptographic Weakness in the identity federation module,Cryptographic Weakness,High,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-12-02,102,10.53,965600.00,78.10,30,true,Manual Pentest,2026-03-16T08:32:00+00:00
FND-001624,SCN-20260315-1417,2026-03-15,2026-03-15T06:33:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2026-45617,Privilege Escalation in the API gateway plugin,Privilege Escalation,Low,3.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-11-06,129,8.40,372000.00,31.00,180,false,Manual Pentest,2026-03-15T08:33:00+00:00
FND-001625,SCN-20260621-1418,2026-06-21,2026-06-21T06:34:00+00:00,AST-020,partner-integration-gw,Server,Production,Partnerships,Integration Team,CVE-2025-45343,Cryptographic Weakness in the metrics collector agent,Cryptographic Weakness,Medium,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-05-17,35,8.10,270900.00,30.10,90,false,Wiz,2026-06-22T08:34:00+00:00
FND-001626,SCN-20260725-1419,2026-07-25,2026-07-25T06:35:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2026-42192,Insecure Deserialization in the workflow scheduler,Insecure Deserialization,High,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-03-13,134,17.74,1716000.00,105.60,30,true,Qualys VMDR,2026-07-25T08:35:00+00:00
FND-001627,SCN-20260730-1420,2026-07-30,2026-07-30T06:36:00+00:00,AST-012,vpn-concentrator,Network Device,Production,Network Security,Network Security,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2026-07-02,28,9.36,1072500.00,82.50,30,false,Qualys VMDR,2026-07-30T08:36:00+00:00
FND-001628,SCN-20260304-1421,2026-03-04,2026-03-04T06:37:00+00:00,AST-008,hr-records-db,Database,Production,People Operations,Enterprise Apps,CVE-2026-43973,Cryptographic Weakness in the API gateway plugin,Cryptographic Weakness,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-12-22,72,13.68,873600.00,81.90,7,true,Nessus,2026-03-05T08:37:00+00:00
FND-001629,SCN-20260119-1422,2026-01-19,2026-01-19T06:38:00+00:00,AST-020,partner-integration-gw,Server,Production,Partnerships,Integration Team,CVE-2025-41644,SQL Injection in the message queue broker,SQL Injection,Low,3.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-08-12,160,7.00,259000.00,25.90,180,false,Wiz,2026-01-20T08:38:00+00:00
FND-001630,SCN-20260228-0490,2026-02-28,2026-02-28T06:39:00+00:00,AST-022,backup-orchestrator,Server,Production,Infrastructure,Platform SRE,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Open,2026-01-26,33,23.52,317135.00,45.50,7,true,Rapid7 InsightVM,2026-03-02T08:39:00+00:00
FND-001631,SCN-20260613-1423,2026-06-13,2026-06-13T06:40:00+00:00,AST-023,email-relay,Server,Production,Corporate IT,Enterprise Apps,CVE-2025-44521,Information Disclosure in the backup client,Information Disclosure,High,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Accepted Risk,2026-05-16,28,7.41,234300.00,35.50,30,false,Rapid7 InsightVM,2026-06-15T08:40:00+00:00
FND-001632,SCN-20260411-1424,2026-04-11,2026-04-11T06:41:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2026-44247,Privilege Escalation in the identity federation module,Privilege Escalation,High,8.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-03-04,38,17.16,885600.00,82.00,30,false,Wiz,2026-04-11T08:41:00+00:00
FND-001633,SCN-20260224-0694,2026-02-24,2026-02-24T06:42:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Open,2025-12-24,62,20.16,740740.00,72.80,7,true,Manual Pentest,2026-02-25T08:42:00+00:00
FND-001634,SCN-20260711-1425,2026-07-11,2026-07-11T06:43:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2025-40411,Information Disclosure in the metrics collector agent,Information Disclosure,High,8.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-04-21,81,7.02,515780.00,65.60,30,false,Rapid7 InsightVM,2026-07-13T08:43:00+00:00
FND-001635,SCN-20260613-1426,2026-06-13,2026-06-13T06:44:00+00:00,AST-016,marketing-cms,Server,Staging,Marketing,Web Platform,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2026-05-25,19,10.40,76500.00,22.50,30,false,Rapid7 InsightVM,2026-06-13T08:44:00+00:00
FND-001636,SCN-20260309-1427,2026-03-09,2026-03-09T06:45:00+00:00,AST-023,email-relay,Server,Production,Corporate IT,Enterprise Apps,CVE-2026-40548,Denial of Service in the workflow scheduler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-11-19,110,10.40,191250.00,37.50,30,false,Wiz,2026-03-10T08:45:00+00:00
FND-001637,SCN-20260205-0641,2026-02-05,2026-02-05T06:46:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Open,2025-12-20,47,21.28,1508325.00,109.20,7,true,Rapid7 InsightVM,2026-02-06T08:46:00+00:00
FND-001638,SCN-20260322-1428,2026-03-22,2026-03-22T06:47:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2025-11-25,117,25.60,674730.00,78.40,7,true,Qualys VMDR,2026-03-22T08:47:00+00:00
FND-001639,SCN-20260501-1429,2026-05-01,2026-05-01T06:48:00+00:00,AST-017,reporting-warehouse,Database,Production,Finance Systems,Enterprise Apps,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Open,2026-01-13,108,23.52,859950.00,81.90,7,true,Rapid7 InsightVM,2026-05-01T08:48:00+00:00
FND-001640,SCN-20260619-1430,2026-06-19,2026-06-19T06:49:00+00:00,AST-014,data-lake-gateway,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2025-42877,Privilege Escalation in the backup client,Privilege Escalation,Medium,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-05-08,42,13.20,573300.00,58.50,90,false,Wiz,2026-06-20T08:49:00+00:00
FND-001641,SCN-20251228-1431,2025-12-28,2025-12-28T06:50:00+00:00,AST-014,data-lake-gateway,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Open,2025-08-08,142,21.28,758030.00,81.90,7,true,Wiz,2025-12-28T08:50:00+00:00
FND-001642,SCN-20251215-1432,2025-12-15,2025-12-15T06:51:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2025-08-27,110,26.88,2058000.00,117.60,7,true,Nessus,2025-12-15T08:51:00+00:00
