transaction_id,order_id,sale_date,posting_timestamp,customer_id,customer_name,customer_type,facility_state,sales_region,sales_rep_id,product_sku,product_family,procedure_category,units,unit_price,gross_sales,discount_pct,discount_amount,net_sales,cost_of_goods,gross_margin,currency,sales_channel,contract_id,purchase_order_number,invoice_number,payment_status,source_updated_at
TXN-001405,SO-101404,2026-05-21,2026-05-21T14:41:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-008,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,4,1465.10,5860.40,0.1100,644.64,5215.76,2550.00,2665.76,USD,Distributor,AGR-ORTHO-26-317,CPO-002-2026-0139,SI-881404,PAID,2026-05-23T17:41:00+00:00
TXN-001406,SO-101405,2026-05-02,2026-05-02T14:42:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-012,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,3,4380.00,13140.00,0.1800,2365.20,10774.80,6930.00,3844.80,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0140,SI-881405,OPEN,2026-05-02T17:42:00+00:00
TXN-001407,SO-101406,2026-06-03,2026-06-03T14:43:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-013,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,1,1607.20,1607.20,0.1750,281.26,1325.94,676.20,649.74,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0141,SI-881406,PAID,2026-06-03T17:43:00+00:00
TXN-001408,SO-101407,2025-11-20,2025-11-20T14:44:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-004,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,2,2945.25,5890.50,0.1200,706.86,5183.64,2976.00,2207.64,USD,Distributor,AGR-ORTHO-26-317,CPO-002-2025-0142,SI-881407,PARTIALLY_PAID,2025-11-20T17:44:00+00:00
TXN-001409,SO-101408,2026-01-01,2026-01-01T14:45:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-011,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,4,6420.00,25680.00,0.1200,3081.60,22598.40,13700.40,8898.00,USD,Direct,AGR-ORTHO-26-331,CPO-004-2026-0143,SI-881408,PARTIALLY_PAID,2026-01-01T17:45:00+00:00
TXN-001410,SO-101409,2026-03-17,2026-03-17T14:46:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-015,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,3,1180.00,3540.00,0.2000,708.00,2832.00,1590.00,1242.00,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0144,SI-881409,PAID,2026-03-18T17:46:00+00:00
TXN-001411,SO-101410,2026-01-31,2026-01-31T14:00:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-019,SPN-CAGE-LORD,Spine Interbody,Lumbar fusion,3,5260.00,15780.00,0.1200,1893.60,13886.40,8205.00,5681.40,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0145,SI-881410,PAID,2026-02-02T17:00:00+00:00
TXN-001412,SO-101411,2025-11-09,2025-11-09T14:01:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-014,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,3,4423.80,13271.40,0.1400,1858.00,11413.40,6930.00,4483.40,USD,ASC Program,AGR-ORTHO-26-331,CPO-004-2025-0146,SI-881411,PAID,2025-11-09T17:01:00+00:00
TXN-001413,SO-101412,2026-01-22,2026-01-22T14:02:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-009,SPN-CAGE-LORD,Spine Interbody,Lumbar fusion,8,5260.00,42080.00,0.1100,4628.80,37451.20,21880.00,15571.20,USD,ASC Program,AGR-ORTHO-26-317,CPO-002-2026-0147,SI-881412,PAID,2026-01-23T17:02:00+00:00
TXN-001414,SO-101413,2026-01-22,2026-01-22T14:03:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-025,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,4,6548.40,26193.60,0.1300,3405.17,22788.43,13980.00,8808.43,USD,Direct,AGR-ORTHO-26-317,CPO-007-2026-0148,SI-881413,PAID,2026-01-23T17:03:00+00:00
TXN-001415,SO-101414,2026-03-15,2026-03-15T14:04:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-013,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,8,6548.40,52387.20,0.1950,10215.50,42171.70,27960.00,14211.70,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0149,SI-881414,PAID,2026-03-17T17:04:00+00:00
TXN-001416,SO-101415,2026-03-06,2026-03-06T14:05:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-023,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,3,1607.20,4821.60,0.1400,675.02,4146.58,2070.00,2076.58,USD,ASC Program,AGR-ORTHO-26-324,CPO-008-2026-0150,SI-881415,OPEN,2026-03-06T17:05:00+00:00
TXN-001417,SO-101416,2026-02-03,2026-02-03T14:06:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-018,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,4,4380.00,17520.00,0.1200,2102.40,15417.60,9240.00,6177.60,USD,ASC Program,AGR-ORTHO-26-310,CPO-006-2026-0151,SI-881416,PAID,2026-02-03T17:06:00+00:00
TXN-001418,SO-101417,2026-03-12,2026-03-12T14:07:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-016,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,2,4825.00,9650.00,0.2000,1930.00,7720.00,5181.60,2538.40,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0152,SI-881417,PAID,2026-03-12T17:07:00+00:00
TXN-001419,SO-101418,2026-06-02,2026-06-02T14:08:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-032,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,1,6548.40,6548.40,0.1950,1276.94,5271.46,3564.90,1706.56,USD,Distributor,AGR-ORTHO-26-338,CPO-010-2026-0153,SI-881418,PAID,2026-06-03T17:08:00+00:00
TXN-001420,SO-101419,2026-03-10,2026-03-10T14:09:00+00:00,CUS-012,New England Sports Medicine,Hospital,MA,Northeast,REP-039,SOM-PLATE-8H,Trauma Plating,Trauma fixation,5,875.00,4375.00,0.1200,525.00,3850.00,1788.50,2061.50,USD,ASC Program,AGR-ORTHO-26-317,CPO-012-2026-0154,SI-881419,DISPUTED,2026-03-11T17:09:00+00:00
TXN-001421,SO-101420,2026-02-06,2026-02-06T14:10:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-034,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,3,1495.00,4485.00,0.2000,897.00,3588.00,1875.00,1713.00,USD,Direct,AGR-ORTHO-26-338,CPO-010-2026-0155,SI-881420,PAID,2026-02-08T17:10:00+00:00
TXN-001422,SO-101421,2026-02-25,2026-02-25T14:11:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-013,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,3,1524.90,4574.70,0.1900,869.19,3705.51,1837.50,1868.01,USD,ASC Program,AGR-ORTHO-26-338,CPO-005-2026-0156,SI-881421,PAID,2026-02-27T17:11:00+00:00
TXN-001423,SO-101422,2025-12-20,2025-12-20T14:12:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-002,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,4,1156.40,4625.60,0.1800,832.61,3792.99,2120.00,1672.99,USD,Direct,AGR-ORTHO-26-310,CPO-001-2025-0157,SI-881422,PAID,2025-12-20T17:12:00+00:00
TXN-001424,SO-101423,2026-03-13,2026-03-13T14:13:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-015,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,1,1640.00,1640.00,0.1800,295.20,1344.80,690.00,654.80,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0158,SI-881423,PAID,2026-03-15T17:13:00+00:00
TXN-001425,SO-101424,2026-04-17,2026-04-17T14:14:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-004,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,2,1524.90,3049.80,0.2300,701.45,2348.35,1275.00,1073.35,USD,ASC Program,AGR-ORTHO-26-310,CPO-001-2026-0159,SI-881424,OPEN,2026-04-17T17:14:00+00:00
TXN-001426,SO-101425,2026-04-29,2026-04-29T14:15:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-008,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,2,1168.20,2336.40,0.1450,338.78,1997.62,1060.00,937.62,USD,Direct,AGR-ORTHO-26-317,CPO-002-2026-0160,SI-881425,OPEN,2026-04-29T17:15:00+00:00
TXN-001427,SO-101426,2026-05-27,2026-05-27T14:16:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-027,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,3,4423.80,13271.40,0.1350,1791.64,11479.76,6791.40,4688.36,USD,Direct,AGR-ORTHO-26-324,CPO-008-2026-0161,SI-881426,OPEN,2026-05-27T17:16:00+00:00
TXN-001428,SO-101427,2026-02-13,2026-02-13T14:17:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-007,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,2,1465.10,2930.20,0.1900,556.74,2373.46,1225.00,1148.46,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0162,SI-881427,OPEN,2026-02-13T17:17:00+00:00
TXN-001429,SO-101428,2026-01-01,2026-01-01T14:18:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-010,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4776.75,4776.75,0.1350,644.86,4131.89,2540.00,1591.89,USD,ASC Program,AGR-ORTHO-26-331,CPO-004-2026-0163,SI-881428,PAID,2026-01-02T17:18:00+00:00
TXN-001430,SO-101429,2026-03-10,2026-03-10T14:19:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-002,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,2,1465.10,2930.20,0.1800,527.44,2402.76,1275.00,1127.76,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0164,SI-881429,OPEN,2026-03-11T17:19:00+00:00
TXN-001431,SO-101430,2026-03-15,2026-03-15T14:20:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-018,SOM-PLATE-8H,Trauma Plating,Trauma fixation,2,875.00,1750.00,0.1100,192.50,1557.50,730.00,827.50,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0165,SI-881430,OPEN,2026-03-16T17:20:00+00:00
TXN-001432,SO-101431,2026-04-17,2026-04-17T14:21:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-016,SOM-PLATE-8H,Trauma Plating,Trauma fixation,1,866.25,866.25,0.1900,164.59,701.66,365.00,336.66,USD,ASC Program,AGR-ORTHO-26-338,CPO-005-2026-0166,SI-881431,PAID,2026-04-17T17:21:00+00:00
TXN-001433,SO-101432,2026-02-02,2026-02-02T14:22:00+00:00,CUS-012,New England Sports Medicine,Hospital,MA,Northeast,REP-038,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4728.50,4728.50,0.1200,567.42,4161.08,2540.00,1621.08,USD,Direct,AGR-ORTHO-26-317,CPO-012-2026-0167,SI-881432,PAID,2026-02-04T17:22:00+00:00
TXN-001434,SO-101433,2026-04-25,2026-04-25T14:23:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-027,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,1,1640.00,1640.00,0.1400,229.60,1410.40,703.80,706.60,USD,ASC Program,AGR-ORTHO-26-324,CPO-008-2026-0168,SI-881433,OPEN,2026-04-26T17:23:00+00:00
TXN-001435,SO-101434,2026-02-28,2026-02-28T14:24:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-010,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,2,4825.00,9650.00,0.1100,1061.50,8588.50,5080.00,3508.50,USD,ASC Program,AGR-ORTHO-26-317,CPO-002-2026-0169,SI-881434,PAID,2026-03-02T17:24:00+00:00
TXN-001436,SO-101435,2026-04-19,2026-04-19T14:25:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-028,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,2,4776.75,9553.50,0.2000,1910.70,7642.80,5080.00,2562.80,USD,Direct,AGR-ORTHO-26-338,CPO-010-2026-0170,SI-881435,PAID,2026-04-19T17:25:00+00:00
TXN-001437,SO-101436,2026-02-12,2026-02-12T14:26:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-002,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,3,1672.80,5018.40,0.1950,978.59,4039.81,2028.60,2011.21,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0171,SI-881436,OPEN,2026-02-14T17:26:00+00:00
TXN-001438,SO-101437,2026-04-05,2026-04-05T14:27:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-030,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,5,2915.50,14577.50,0.1800,2623.95,11953.55,7588.80,4364.75,USD,Distributor,AGR-ORTHO-26-338,CPO-010-2026-0172,SI-881437,PAID,2026-04-05T17:27:00+00:00
TXN-001439,SO-101438,2025-11-16,2025-11-16T14:28:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-016,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,2,2975.00,5950.00,0.1900,1130.50,4819.50,2916.48,1903.02,USD,Direct,AGR-ORTHO-26-338,CPO-005-2025-0173,SI-881438,PAID,2025-11-18T17:28:00+00:00
TXN-001440,SO-101439,2026-05-24,2026-05-24T14:29:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-011,SOM-PLATE-8H,Trauma Plating,Trauma fixation,1,866.25,866.25,0.1600,138.60,727.65,365.00,362.65,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0174,SI-881439,PAID,2026-05-26T17:29:00+00:00
TXN-001441,SO-101440,2026-04-06,2026-04-06T14:30:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-006,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,3,4728.50,14185.50,0.2300,3262.67,10922.83,7620.00,3302.83,USD,Distributor,AGR-ORTHO-26-310,CPO-001-2026-0175,SI-881440,PARTIALLY_PAID,2026-04-07T17:30:00+00:00
TXN-001442,SO-101441,2026-04-09,2026-04-09T14:31:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-028,SOM-SCREW-45,Trauma Plating,Trauma fixation,1,146.00,146.00,0.1300,18.98,127.02,42.00,85.02,USD,ASC Program,AGR-ORTHO-26-324,CPO-008-2026-0176,SI-881441,PARTIALLY_PAID,2026-04-11T17:31:00+00:00
TXN-001443,SO-101442,2026-05-08,2026-05-08T14:32:00+00:00,CUS-012,New England Sports Medicine,Hospital,MA,Northeast,REP-034,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4825.00,4825.00,0.1650,796.13,4028.87,2590.80,1438.07,USD,Direct,AGR-ORTHO-26-317,CPO-012-2026-0177,SI-881442,PAID,2026-05-08T17:32:00+00:00
TXN-001444,SO-101443,2026-04-30,2026-04-30T14:33:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-029,SPN-CAGE-LORD,Spine Interbody,Lumbar fusion,1,5207.40,5207.40,0.1800,937.33,4270.07,2735.00,1535.07,USD,ASC Program,AGR-ORTHO-26-338,CPO-010-2026-0178,SI-881443,OPEN,2026-05-01T17:33:00+00:00
TXN-001445,SO-101444,2025-12-23,2025-12-23T14:34:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-015,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,2,3034.50,6069.00,0.1800,1092.42,4976.58,3035.52,1941.06,USD,Direct,AGR-ORTHO-26-338,CPO-005-2025-0179,SI-881444,OPEN,2025-12-24T17:34:00+00:00
TXN-001446,SO-101445,2026-05-27,2026-05-27T14:35:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-019,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,2,1640.00,3280.00,0.1100,360.80,2919.20,1352.40,1566.80,USD,Distributor,AGR-ORTHO-26-310,CPO-006-2026-0180,SI-881445,OPEN,2026-05-27T17:35:00+00:00
TXN-001447,SO-101446,2026-03-01,2026-03-01T14:36:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-023,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,1,1607.20,1607.20,0.1300,208.94,1398.26,690.00,708.26,USD,Direct,AGR-ORTHO-26-317,CPO-007-2026-0181,SI-881446,OPEN,2026-03-01T17:36:00+00:00
TXN-001448,SO-101447,2026-01-07,2026-01-07T14:37:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-027,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,2,4921.50,9843.00,0.1400,1378.02,8464.98,5181.60,3283.38,USD,Direct,AGR-ORTHO-26-324,CPO-008-2026-0182,SI-881447,OPEN,2026-01-09T17:37:00+00:00
TXN-001449,SO-101448,2026-05-25,2026-05-25T14:38:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-028,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,1,6291.60,6291.60,0.1300,817.91,5473.69,3564.90,1908.79,USD,ASC Program,AGR-ORTHO-26-324,CPO-008-2026-0183,SI-881448,OPEN,2026-05-26T17:38:00+00:00
TXN-001450,SO-101449,2026-01-19,2026-01-19T14:39:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-004,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,1,3034.50,3034.50,0.1100,333.80,2700.70,1458.24,1242.46,USD,Direct,AGR-ORTHO-26-317,CPO-002-2026-0184,SI-881449,OPEN,2026-01-19T17:39:00+00:00
TXN-001451,SO-101450,2026-06-24,2026-06-24T14:40:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-005,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,1,6548.40,6548.40,0.1200,785.81,5762.59,3495.00,2267.59,USD,Direct,AGR-ORTHO-26-317,CPO-002-2026-0185,SI-881450,PAID,2026-06-24T17:40:00+00:00
TXN-001452,SO-101451,2026-01-26,2026-01-26T14:41:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-015,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,1,3034.50,3034.50,0.2000,606.90,2427.60,1458.24,969.36,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0186,SI-881451,OPEN,2026-01-28T17:41:00+00:00
TXN-001453,SO-101452,2026-06-15,2026-06-15T14:42:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-013,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,8,2975.00,23800.00,0.1350,3213.00,20587.00,11904.00,8683.00,USD,ASC Program,AGR-ORTHO-26-331,CPO-004-2026-0187,SI-881452,OPEN,2026-06-15T17:42:00+00:00
TXN-001454,SO-101453,2026-05-07,2026-05-07T14:43:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-011,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,1,1524.90,1524.90,0.1750,266.86,1258.04,625.00,633.04,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0188,SI-881453,PAID,2026-05-07T17:43:00+00:00
TXN-001455,SO-101454,2026-04-23,2026-04-23T14:44:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-012,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,1,1480.05,1480.05,0.1700,251.61,1228.44,612.50,615.94,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0189,SI-881454,OPEN,2026-04-25T17:44:00+00:00
TXN-001456,SO-101455,2026-03-13,2026-03-13T14:45:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-013,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,3,4825.00,14475.00,0.1600,2316.00,12159.00,7620.00,4539.00,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0190,SI-881455,OPEN,2026-03-13T17:45:00+00:00
TXN-001457,SO-101456,2026-03-30,2026-03-30T14:46:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-010,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,2,4292.40,8584.80,0.1200,1030.18,7554.62,4620.00,2934.62,USD,Distributor,AGR-ORTHO-26-331,CPO-004-2026-0191,SI-881456,OPEN,2026-03-30T17:46:00+00:00
TXN-001458,SO-101457,2026-02-12,2026-02-12T14:00:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-005,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,5,4292.40,21462.00,0.1000,2146.20,19315.80,11781.00,7534.80,USD,Direct,AGR-ORTHO-26-317,CPO-002-2026-0192,SI-881457,PAID,2026-02-13T17:00:00+00:00
TXN-001459,SO-101458,2026-02-18,2026-02-18T14:01:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-006,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,1,1156.40,1156.40,0.1100,127.20,1029.20,519.40,509.80,USD,Direct,AGR-ORTHO-26-317,CPO-002-2026-0193,SI-881458,PAID,2026-02-18T17:01:00+00:00
TXN-001460,SO-101459,2026-04-28,2026-04-28T14:02:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-016,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,3,1524.90,4574.70,0.2000,914.94,3659.76,1875.00,1784.76,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0194,SI-881459,PAID,2026-04-30T17:02:00+00:00
TXN-001461,SO-101460,2025-11-10,2025-11-10T14:03:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-032,SOM-PLATE-8H,Trauma Plating,Trauma fixation,2,875.00,1750.00,0.1950,341.25,1408.75,715.40,693.35,USD,Direct,AGR-ORTHO-26-338,CPO-010-2025-0195,SI-881460,PAID,2025-11-11T17:03:00+00:00
TXN-001462,SO-101461,2025-10-31,2025-10-31T14:04:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-009,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,2,4467.60,8935.20,0.1000,893.52,8041.68,4620.00,3421.68,USD,Direct,AGR-ORTHO-26-317,CPO-002-2025-0196,SI-881461,OPEN,2025-11-02T17:04:00+00:00
TXN-001463,SO-101462,2026-05-06,2026-05-06T14:05:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-025,SOM-PLATE-8H,Trauma Plating,Trauma fixation,1,875.00,875.00,0.1300,113.75,761.25,365.00,396.25,USD,Distributor,AGR-ORTHO-26-317,CPO-007-2026-0197,SI-881462,PAID,2026-05-08T17:05:00+00:00
TXN-001464,SO-101463,2026-01-06,2026-01-06T14:06:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-013,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,1,2915.50,2915.50,0.1950,568.52,2346.98,1517.76,829.22,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0198,SI-881463,PAID,2026-01-06T17:06:00+00:00
TXN-001465,SO-101464,2026-04-26,2026-04-26T14:07:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-008,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4776.75,4776.75,0.1800,859.82,3916.93,2590.80,1326.13,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0199,SI-881464,PAID,2026-04-27T17:07:00+00:00
TXN-001466,SO-101465,2026-05-06,2026-05-06T14:08:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-006,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,2,4380.00,8760.00,0.1450,1270.20,7489.80,4620.00,2869.80,USD,Direct,AGR-ORTHO-26-317,CPO-002-2026-0200,SI-881465,OPEN,2026-05-07T17:08:00+00:00
TXN-001467,SO-101466,2026-02-13,2026-02-13T14:09:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-025,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,1,4292.40,4292.40,0.1400,600.94,3691.46,2263.80,1427.66,USD,Distributor,AGR-ORTHO-26-324,CPO-008-2026-0201,SI-881466,OPEN,2026-02-14T17:09:00+00:00
TXN-001468,SO-101467,2026-04-26,2026-04-26T14:10:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-005,SOM-SCREW-45,Trauma Plating,Trauma fixation,2,147.46,294.92,0.2250,66.36,228.56,85.68,142.88,USD,ASC Program,AGR-ORTHO-26-310,CPO-001-2026-0202,SI-881467,PAID,2026-04-26T17:10:00+00:00
TXN-001469,SO-101468,2026-04-09,2026-04-09T14:11:00+00:00,CUS-009,Northwest Specialty Distribution,Distributor,WA,West,REP-030,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,5,6548.40,32742.00,0.2400,7858.08,24883.92,17475.00,7408.92,USD,Direct,AGR-ORTHO-26-331,CPO-009-2026-0203,SI-881468,PAID,2026-04-09T17:11:00+00:00
TXN-001470,SO-101469,2025-11-13,2025-11-13T14:12:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-028,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,3,4380.00,13140.00,0.1200,1576.80,11563.20,7068.60,4494.60,USD,Direct,AGR-ORTHO-26-324,CPO-008-2025-0204,SI-881469,PAID,2025-11-13T17:12:00+00:00
TXN-001471,SO-101470,2026-02-16,2026-02-16T14:13:00+00:00,CUS-009,Northwest Specialty Distribution,Distributor,WA,West,REP-025,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,4,1607.20,6428.80,0.2400,1542.91,4885.89,2815.20,2070.69,USD,Direct,AGR-ORTHO-26-331,CPO-009-2026-0205,SI-881470,PAID,2026-02-18T17:13:00+00:00
